02068,"Vinegar, red wine",tbsp,36273
02068,"Vinegar, red wine",cup,36274
02068,"Vinegar, red wine",tsp,36275
02069,"Vinegar, balsamic",gram,36276
02069,"Vinegar, balsamic",tbsp,36277
02069,"Vinegar, balsamic",cup,36278
02069,"Vinegar, balsamic",tsp,36279
04002,Lard,gram,36280
04002,Lard,tbsp,36281
04002,Lard,cup,36282
04015,"Salad dressing, russian dressing",gram,36283
04015,"Salad dressing, russian dressing",tbsp,36284
04015,"Salad dressing, russian dressing",cup,36285
04015,"Salad dressing, russian dressing",serving (2 tbsp),36286
04017,"Salad dressing, thousand island, commercial, regular",gram,36287
04017,"Salad dressing, thousand island, commercial, regular",tbsp,36288
04017,"Salad dressing, thousand island, commercial, regular",cup,36289
04017,"Salad dressing, thousand island, commercial, regular",serving (2 tbsp),36290
04020,"Salad dressing, french dressing, reduced fat",gram,36291
04020,"Salad dressing, french dressing, reduced fat",tablespoon,36292
04020,"Salad dressing, french dressing, reduced fat",cup,36293
04020,"Salad dressing, french dressing, reduced fat",serving (2 tbsp),36294
04025,"Salad dressing, mayonnaise, regular",gram,36295
04025,"Salad dressing, mayonnaise, regular",tbsp,36296
04025,"Salad dressing, mayonnaise, regular",cup,36297
04025,"Salad dressing, mayonnaise, regular",packet,36298
04047,"Oil, coconut",gram,36299
04047,"Oil, coconut",tbsp,36300
04047,"Oil, coconut",cup,36301
04047,"Oil, coconut",tsp,36302
04053,"Oil, olive, salad or cooking",gram,36303
04053,"Oil, olive, salad or cooking",tablespoon,36304
04053,"Oil, olive, salad or cooking",cup,36305
04053,"Oil, olive, salad or cooking",tsp,36306
04055,"Oil, palm",gram,36307
04055,"Oil, palm",tbsp,36308
04055,"Oil, palm",cup,36309
04055,"Oil, palm",tsp,36310
04058,"Oil, sesame, salad or cooking",gram,36311
04058,"Oil, sesame, salad or cooking",tablespoon,36312
04058,"Oil, sesame, salad or cooking",cup,36313
04058,"Oil, sesame, salad or cooking",tsp,36314
04060,"Oil, sunflower, linoleic (less than 60%)",gram,36315
